service_type,age,income,documents_uploaded_count,aadhaar_match,address_match,bank_account_valid,certificate_valid,duplicate_application_flag,hospital_record_match,caste_category_valid,decision_reason,approved
old_age_pension,35,218913,1,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
old_age_pension,6,65402,4,1,0,0,1,0,1,0,address_mismatch_records,0
old_age_pension,64,41865,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,73,6651,3,1,1,1,1,0,1,1,approved,1
old_age_pension,76,52540,3,1,1,1,1,0,1,1,approved,1
old_age_pension,40,59841,2,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,31,285257,3,1,1,1,1,0,0,1,suspicious_income_pattern,0
birth_certificate,13,146399,1,1,1,1,1,0,1,1,approved,1
birth_certificate,32,206513,2,1,1,1,1,0,1,1,approved,1
residence_certificate,29,107883,2,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,72,171256,2,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,5,13975,3,1,1,1,1,0,1,1,approved,1
birth_certificate,9,172712,5,1,1,1,1,0,1,0,approved,1
old_age_pension,74,100907,5,1,1,1,1,0,1,1,approved,1
residence_certificate,19,47803,4,1,1,1,1,0,1,1,approved,1
caste_certificate,88,85473,4,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
residence_certificate,11,93548,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,21,16597,1,1,1,1,1,0,0,1,approved,1
residence_certificate,75,145982,5,1,1,1,1,0,1,1,approved,1
birth_certificate,13,90768,4,1,1,0,1,0,1,0,ifsc_invalid,0
residence_certificate,47,132943,3,1,1,1,1,0,1,0,approved,1
widow_pension,53,240548,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,35,47246,1,0,1,0,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,60,75660,5,1,1,1,1,0,1,1,approved,1
residence_certificate,54,53133,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,13,164821,2,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,1,258183,5,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,1,83526,2,1,1,1,1,0,0,1,approved,1
birth_certificate,60,259152,5,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,5,111606,3,1,1,0,1,0,1,1,bank_account_inactive,0
widow_pension,24,201816,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,66,38891,3,1,1,1,1,0,1,1,approved,1
old_age_pension,22,67558,4,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
widow_pension,72,192217,4,1,0,1,1,0,1,0,address_mismatch_records,0
caste_certificate,94,198463,1,1,1,0,1,0,0,1,bank_account_inactive,0
birth_certificate,27,115706,1,1,1,1,1,0,1,0,approved,1
birth_certificate,24,143944,1,1,1,1,1,0,1,0,approved,1
widow_pension,64,107997,3,1,1,1,1,0,0,1,approved,1
widow_pension,65,80194,1,1,1,1,1,0,1,1,approved,1
residence_certificate,78,77674,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,42,284340,4,1,1,0,1,0,0,1,ifsc_invalid,0
widow_pension,39,177823,2,1,1,1,1,0,0,1,income_exceeds_limit,0
residence_certificate,79,227885,2,1,1,1,1,0,1,1,approved,1
residence_certificate,22,65638,3,1,1,1,0,0,0,1,certificate_expired,0
widow_pension,48,34441,4,1,1,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,7,76916,5,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,6,239686,5,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,20,160565,5,1,0,1,0,0,1,1,address_mismatch_records,0
birth_certificate,34,283615,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,81,286418,4,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,60,108454,1,1,1,1,1,1,1,1,duplicate_application_detected,0
widow_pension,82,268060,5,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,73,133035,2,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,67,3522,2,1,1,0,1,0,1,0,bank_account_inactive,0
birth_certificate,29,48848,5,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
widow_pension,67,294883,3,1,1,1,1,0,0,1,income_exceeds_limit,0
old_age_pension,8,43303,2,1,1,0,1,0,1,1,ifsc_invalid,0
birth_certificate,16,257293,4,1,1,1,1,0,1,0,suspicious_income_pattern,0
caste_certificate,42,215711,5,1,1,1,1,0,1,1,approved,1
residence_certificate,87,37861,2,1,1,1,1,0,1,1,approved,1
caste_certificate,56,228812,1,1,1,1,1,0,0,0,invalid_caste_subcategory,0
caste_certificate,12,89006,1,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,56,126614,4,1,1,1,1,0,1,1,approved,1
caste_certificate,25,161851,3,1,0,1,0,0,0,1,address_mismatch_records,0
widow_pension,60,70229,1,1,1,1,1,0,1,1,approved,1
caste_certificate,61,125917,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,18,289849,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,80,231103,1,1,1,1,1,0,1,1,approved,1
old_age_pension,29,215369,2,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,89,81291,3,1,1,1,1,0,1,1,approved,1
caste_certificate,12,199011,2,1,1,1,1,0,0,1,approved,1
residence_certificate,48,86491,5,1,1,1,1,0,1,1,approved,1
birth_certificate,81,194390,5,1,1,1,0,0,0,1,certificate_expired,0
residence_certificate,84,76567,3,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,50,155611,1,1,1,1,1,0,1,0,income_exceeds_limit,0
birth_certificate,8,216519,4,1,1,1,1,0,1,1,approved,1
old_age_pension,93,172563,1,1,1,1,0,0,0,1,certificate_expired,0
widow_pension,28,61126,2,1,1,1,1,0,0,1,approved,1
caste_certificate,92,148834,2,0,0,0,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,82,248178,4,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,7,289826,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,80,242721,5,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,75,280676,3,1,1,1,1,0,1,0,income_exceeds_limit,0
widow_pension,14,150568,4,1,1,1,1,0,1,1,income_exceeds_limit,0
birth_certificate,68,183817,3,1,1,1,1,0,1,1,approved,1
birth_certificate,33,271985,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,51,61830,1,1,1,1,1,0,0,1,approved,1
residence_certificate,49,198096,4,1,1,1,1,0,1,1,approved,1
caste_certificate,66,282622,1,1,1,1,1,0,0,1,suspicious_income_pattern,0
old_age_pension,4,144493,1,1,1,1,1,0,0,1,age_not_eligible,0
birth_certificate,8,230140,5,1,1,1,1,0,1,1,approved,1
widow_pension,87,34528,4,1,1,1,1,0,0,0,approved,1
birth_certificate,4,294957,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,26,108111,3,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,83,61356,2,1,1,1,1,0,1,1,approved,1
old_age_pension,46,194671,2,1,1,0,1,0,0,1,bank_account_inactive,0
birth_certificate,61,167181,5,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,44,106529,5,1,1,1,1,0,1,1,approved,1
old_age_pension,65,19383,1,1,1,1,1,0,1,1,approved,1
caste_certificate,22,292409,2,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,60,192305,4,1,1,1,1,0,1,1,approved,1
widow_pension,92,10209,3,1,1,1,1,0,1,1,approved,1
birth_certificate,42,229058,1,1,1,1,1,0,1,1,approved,1
old_age_pension,34,34686,4,1,1,1,0,0,1,0,certificate_expired,0
birth_certificate,29,212433,1,1,1,1,1,0,1,1,approved,1
caste_certificate,66,295180,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,9,55529,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,55,199516,3,1,1,1,1,0,0,1,hospital_record_not_found,0
residence_certificate,33,127198,4,1,1,1,0,0,1,0,certificate_expired,0
widow_pension,64,235166,1,1,1,1,0,0,0,1,certificate_expired,0
widow_pension,5,280005,3,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,69,63144,3,1,1,1,1,0,0,1,approved,1
caste_certificate,42,236155,3,1,1,0,1,0,1,1,bank_account_inactive,0
old_age_pension,15,119947,1,1,1,1,1,0,0,1,age_not_eligible,0
widow_pension,62,206890,4,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,64,54322,5,1,1,1,1,0,1,1,approved,1
residence_certificate,4,201554,5,1,1,1,1,1,0,1,duplicate_application_detected,0
caste_certificate,24,95598,4,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,26,106259,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,41,77196,1,1,1,1,1,0,0,0,hospital_record_not_found,0
widow_pension,54,43988,2,1,1,1,1,0,1,1,approved,1
birth_certificate,25,22756,2,1,1,1,1,0,0,1,hospital_record_not_found,0
residence_certificate,15,193945,3,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,89,44346,4,1,1,1,1,0,0,1,approved,1
old_age_pension,27,113550,1,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,91,182956,4,1,1,1,1,0,0,1,approved,1
old_age_pension,29,147025,3,1,1,1,0,0,0,1,certificate_expired,0
old_age_pension,76,45934,1,1,1,1,1,0,0,1,approved,1
old_age_pension,88,153953,5,1,1,1,1,0,0,1,approved,1
residence_certificate,44,274640,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,18,114961,4,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,12,204895,3,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,74,106419,4,1,1,1,1,0,1,1,approved,1
birth_certificate,22,292211,3,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,13,182041,5,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,73,150776,3,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
birth_certificate,22,177180,3,1,1,1,1,0,1,1,approved,1
widow_pension,39,64531,1,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,63,133571,4,1,1,1,1,1,0,1,duplicate_application_detected,0
residence_certificate,84,178390,3,1,1,1,1,0,1,1,approved,1
widow_pension,58,87657,3,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,19,65897,1,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,31,96384,1,0,1,1,1,0,1,0,aadhaar_name_mismatch,0
caste_certificate,77,23954,4,1,1,1,1,0,1,1,approved,1
old_age_pension,23,123289,1,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,45,283962,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,17,200509,4,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,93,133339,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,91,54247,2,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,47,235192,3,1,1,1,1,0,1,1,approved,1
birth_certificate,13,257314,4,1,1,0,1,0,0,1,ifsc_invalid,0
caste_certificate,53,109218,4,1,1,1,1,0,1,1,approved,1
old_age_pension,20,75115,2,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,4,159636,1,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,30,234084,1,1,1,0,1,0,0,0,ifsc_invalid,0
birth_certificate,66,222362,1,1,1,1,1,0,1,1,approved,1
widow_pension,86,177326,4,1,1,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,58,297269,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,43,258309,5,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,63,141214,2,1,1,1,1,0,1,0,approved,1
birth_certificate,93,21078,3,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,41,212804,1,1,1,1,1,0,1,1,approved,1
caste_certificate,93,261623,1,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,37,14828,4,1,1,1,1,0,1,1,approved,1
old_age_pension,6,189477,3,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,58,64299,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,68,275445,4,1,0,1,1,0,1,0,address_mismatch_records,0
old_age_pension,69,108063,5,1,1,0,0,0,1,1,bank_account_inactive,0
birth_certificate,48,43745,1,1,1,1,1,0,0,1,hospital_record_not_found,0
birth_certificate,77,63081,5,1,1,1,1,0,0,1,hospital_record_not_found,0
caste_certificate,10,148363,1,1,1,1,1,0,1,1,approved,1
old_age_pension,1,281187,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,94,248686,3,1,1,1,1,0,0,1,hospital_record_not_found,0
birth_certificate,26,122782,3,1,1,1,1,0,1,0,approved,1
old_age_pension,15,70284,4,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,63,159024,3,1,1,1,1,0,1,1,approved,1
old_age_pension,65,49109,1,1,0,0,1,0,0,1,address_mismatch_records,0
old_age_pension,48,90458,2,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,89,56054,1,1,1,1,1,0,1,0,approved,1
old_age_pension,15,5188,2,1,1,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,72,106985,3,1,1,0,0,0,1,1,bank_account_inactive,0
old_age_pension,51,1513,5,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,72,240176,5,1,1,1,1,0,1,0,approved,1
widow_pension,4,13531,3,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,35,268481,5,1,1,1,1,0,0,1,age_not_eligible,0
caste_certificate,6,67842,2,1,1,1,1,0,0,1,approved,1
birth_certificate,60,29166,5,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,28,213475,2,1,1,1,1,0,0,0,hospital_record_not_found,0
caste_certificate,66,295341,3,1,1,1,0,0,1,0,certificate_expired,0
caste_certificate,29,30060,3,1,1,1,1,0,1,1,approved,1
old_age_pension,39,845,5,1,1,1,1,0,0,1,age_not_eligible,0
caste_certificate,30,61989,1,1,1,1,1,0,0,1,approved,1
widow_pension,47,210971,4,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,90,234284,5,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,5,87653,3,1,1,1,1,0,1,1,approved,1
caste_certificate,61,254013,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,28,84752,3,1,1,0,1,0,1,1,bank_account_inactive,0
birth_certificate,8,6765,4,1,1,1,1,0,1,1,approved,1
birth_certificate,53,135380,4,1,1,1,1,0,0,0,hospital_record_not_found,0
old_age_pension,83,239896,1,1,1,1,1,0,1,1,approved,1
widow_pension,10,39422,4,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,18,5998,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,73,127634,5,1,0,1,1,1,1,1,duplicate_application_detected,0
widow_pension,4,297138,4,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,86,97375,3,1,1,1,1,0,1,1,approved,1
birth_certificate,69,45406,5,1,1,1,1,0,1,0,approved,1
residence_certificate,94,42701,4,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,17,82968,4,1,1,1,1,0,1,1,approved,1
widow_pension,20,176850,2,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,14,283535,4,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,58,147295,4,1,0,1,1,0,1,0,address_mismatch_records,0
caste_certificate,94,157150,1,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,73,213298,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,5,242825,2,1,1,0,1,0,1,1,bank_account_inactive,0
old_age_pension,23,209351,4,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,59,188854,3,1,1,1,1,0,1,1,approved,1
residence_certificate,27,35193,4,1,1,1,1,0,1,1,approved,1
caste_certificate,91,52208,1,1,1,0,1,0,1,1,ifsc_invalid,0
birth_certificate,73,119741,1,1,1,1,1,0,1,1,approved,1
residence_certificate,22,124716,3,0,1,1,0,0,1,0,aadhaar_name_mismatch,0
widow_pension,78,172312,5,1,1,1,0,1,1,1,duplicate_application_detected,0
old_age_pension,45,214201,4,1,1,1,0,0,0,1,certificate_expired,0
caste_certificate,36,195162,5,1,0,1,1,0,1,0,address_mismatch_records,0
old_age_pension,13,38975,3,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,47,217906,2,1,1,0,1,0,1,1,ifsc_invalid,0
residence_certificate,77,158511,2,1,1,1,0,0,0,0,certificate_expired,0
widow_pension,70,28179,4,1,1,1,1,0,1,0,approved,1
widow_pension,35,188959,4,1,0,1,0,0,1,1,address_mismatch_records,0
old_age_pension,81,6398,2,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,59,286477,1,1,1,1,1,1,0,1,duplicate_application_detected,0
widow_pension,53,299892,4,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,78,264391,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,62,147719,4,1,1,1,1,0,0,1,approved,1
residence_certificate,47,262889,3,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,21,218058,2,1,1,1,1,0,1,1,approved,1
birth_certificate,42,6314,4,1,1,1,1,0,0,1,hospital_record_not_found,0
old_age_pension,40,40758,1,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,16,205260,3,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,62,179991,1,1,0,0,1,0,1,1,address_mismatch_records,0
residence_certificate,89,282459,3,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
caste_certificate,78,4674,5,1,1,1,1,0,1,1,approved,1
old_age_pension,17,109573,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,71,39352,1,1,1,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,2,149565,1,1,1,1,1,0,1,1,approved,1
caste_certificate,53,30682,1,1,0,1,1,0,0,0,address_mismatch_records,0
caste_certificate,13,8916,1,1,0,0,1,0,1,1,address_mismatch_records,0
caste_certificate,33,292288,2,1,1,1,1,0,1,0,invalid_caste_subcategory,0
old_age_pension,0,66705,4,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,47,207098,1,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,9,93296,5,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,82,76367,3,1,1,1,1,0,1,1,approved,1
caste_certificate,10,243109,2,1,1,1,1,0,0,1,approved,1
residence_certificate,65,299665,4,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,2,182768,2,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,14,45834,2,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,58,20217,5,1,1,1,1,0,0,1,approved,1
old_age_pension,63,246210,4,1,1,1,1,0,1,1,approved,1
widow_pension,46,17657,5,0,1,1,1,0,1,0,aadhaar_name_mismatch,0
widow_pension,91,67239,5,1,1,1,1,0,0,1,approved,1
old_age_pension,1,209309,4,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,29,209385,2,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,37,46484,2,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,4,99157,2,1,1,1,1,0,1,0,invalid_caste_subcategory,0
birth_certificate,5,56620,5,1,1,1,1,0,0,1,hospital_record_not_found,0
old_age_pension,4,227467,4,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,11,21033,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,3,230068,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,23,89757,5,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,24,260677,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,25,223969,2,1,1,1,1,0,1,1,approved,1
residence_certificate,54,268238,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,45,56221,4,1,0,0,1,0,1,1,address_mismatch_records,0
birth_certificate,45,84222,4,1,1,0,1,1,1,1,duplicate_application_detected,0
widow_pension,42,64570,1,1,1,1,1,0,1,1,approved,1
widow_pension,59,14883,2,1,1,1,1,0,0,1,approved,1
birth_certificate,32,266297,1,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,20,247914,4,1,1,1,1,0,1,1,approved,1
residence_certificate,86,53852,2,1,1,1,1,0,0,1,approved,1
old_age_pension,36,202547,3,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,11,96969,3,1,1,1,1,0,1,1,approved,1
birth_certificate,20,279461,3,1,1,1,1,1,1,1,duplicate_application_detected,0
widow_pension,12,26996,1,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,32,115419,2,1,1,1,1,0,0,1,approved,1
old_age_pension,69,183975,3,1,1,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,75,77489,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,60,100505,2,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,29,108895,4,0,1,1,1,0,0,0,aadhaar_name_mismatch,0
birth_certificate,36,246926,3,1,1,1,1,0,1,1,approved,1
widow_pension,81,49109,3,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,15,170710,1,1,1,1,1,0,1,0,income_exceeds_limit,0
birth_certificate,44,162953,1,0,0,1,1,0,0,1,aadhaar_name_mismatch,0
caste_certificate,70,36347,3,1,1,1,1,0,1,1,approved,1
birth_certificate,0,276720,4,1,1,1,1,0,0,1,hospital_record_not_found,0
residence_certificate,52,294336,1,1,1,1,1,0,1,0,suspicious_income_pattern,0
birth_certificate,27,27585,1,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,52,95972,3,1,1,1,1,0,1,0,approved,1
caste_certificate,43,3422,1,1,1,1,1,0,1,1,approved,1
residence_certificate,66,268905,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,38,73675,3,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,9,261708,2,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,50,14906,1,1,1,0,1,1,1,1,duplicate_application_detected,0
birth_certificate,13,239802,3,1,1,1,1,0,1,1,approved,1
widow_pension,78,238332,1,1,1,1,1,0,1,1,income_exceeds_limit,0
caste_certificate,5,208707,5,1,1,1,1,0,1,0,invalid_caste_subcategory,0
old_age_pension,38,69519,5,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,79,281353,5,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,81,93940,2,1,1,1,1,0,1,1,approved,1
caste_certificate,47,254130,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
birth_certificate,24,175186,5,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,32,210858,4,1,1,1,1,0,0,1,approved,1
birth_certificate,82,153712,1,1,1,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,74,206275,2,1,1,1,1,0,1,1,approved,1
residence_certificate,66,189245,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,64,107895,1,1,1,1,1,0,1,1,approved,1
caste_certificate,39,178275,3,1,1,1,1,0,1,1,approved,1
caste_certificate,24,60063,4,1,1,1,1,0,1,0,invalid_caste_subcategory,0
residence_certificate,56,64090,2,0,0,1,0,0,1,1,aadhaar_name_mismatch,0
residence_certificate,31,189206,3,1,1,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,45,185889,5,1,1,1,1,0,1,1,approved,1
old_age_pension,3,221898,2,1,1,0,0,0,1,1,ifsc_invalid,0
old_age_pension,22,293778,3,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,79,189718,2,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,74,228139,3,1,1,1,1,0,1,1,approved,1
caste_certificate,21,263602,5,1,1,1,1,0,1,0,invalid_caste_subcategory,0
widow_pension,32,17513,5,1,1,1,1,0,0,1,approved,1
birth_certificate,40,175287,3,1,1,1,1,0,1,1,approved,1
caste_certificate,61,14832,3,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,37,119670,2,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
residence_certificate,55,169352,3,1,1,1,1,0,0,1,approved,1
residence_certificate,62,116749,5,1,1,1,1,0,1,1,approved,1
birth_certificate,76,133877,3,1,1,0,1,0,1,0,ifsc_invalid,0
residence_certificate,84,231201,2,1,1,1,1,0,1,0,approved,1
caste_certificate,75,211615,2,1,1,1,1,0,0,1,approved,1
residence_certificate,54,40470,3,1,1,0,1,0,0,0,ifsc_invalid,0
old_age_pension,50,248187,4,1,1,1,1,0,1,0,age_not_eligible,0
residence_certificate,89,179938,1,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,64,85914,5,1,1,1,1,0,0,1,approved,1
birth_certificate,56,223444,2,1,1,1,1,0,0,0,hospital_record_not_found,0
widow_pension,85,193468,2,1,0,1,0,0,1,1,address_mismatch_records,0
residence_certificate,26,73395,4,1,1,1,0,0,0,1,certificate_expired,0
caste_certificate,56,136348,4,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,54,51572,2,1,1,1,1,0,0,1,approved,1
widow_pension,71,137444,3,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,81,9319,3,1,1,1,1,0,1,1,approved,1
widow_pension,3,54433,5,1,1,1,1,0,1,1,approved,1
caste_certificate,64,280949,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,55,161010,4,1,1,1,1,0,1,1,approved,1
residence_certificate,52,47054,2,1,1,0,1,0,0,1,bank_account_inactive,0
residence_certificate,43,98383,5,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
residence_certificate,15,174387,5,1,1,1,1,1,1,1,duplicate_application_detected,0
widow_pension,93,257690,1,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,22,243634,4,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,30,114371,3,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,27,217505,3,1,1,1,1,0,1,1,approved,1
birth_certificate,49,119242,4,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,15,147301,5,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,40,266944,5,1,0,1,1,0,1,0,address_mismatch_records,0
widow_pension,8,276735,5,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,1,129913,2,1,1,1,1,1,1,0,duplicate_application_detected,0
old_age_pension,42,102353,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,65,95609,2,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,79,89356,1,1,1,1,1,1,0,1,duplicate_application_detected,0
widow_pension,76,14990,3,1,0,1,1,0,0,0,address_mismatch_records,0
old_age_pension,48,141964,4,1,1,0,1,0,1,1,bank_account_inactive,0
widow_pension,90,271947,5,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,94,162681,1,1,1,0,1,0,0,1,ifsc_invalid,0
caste_certificate,20,202261,4,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,18,108138,2,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,56,290895,2,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,76,276717,5,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,59,233130,4,0,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,18,194624,3,1,0,1,1,0,1,1,address_mismatch_records,0
